author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
ПИК;https://www.cian.ru/sale/flat/276091046/;Москва;sale;flat;27;33;1;21.8;6536957;Метрогородок;к1/4;Бульвар Рокоссовского;Открытый Парк ЖК
ПИК;https://www.cian.ru/sale/flat/270955378/;Москва;sale;flat;9;25;1;19.7;6565066;Люблино;;Депо;Люблинский парк ЖК
ПИК;https://www.cian.ru/sale/flat/276334345/;Москва;sale;flat;15;16;1;23.6;6562924;Люблино;;Депо;Люблинский парк ЖК
ПИК;https://www.cian.ru/sale/flat/270788750/;Москва;sale;flat;17;17;1;23.2;6622978;;;Бунинская аллея;
Марина Добровольская;https://www.cian.ru/sale/flat/287807311/;Москва;sale;flat;2;6;1;26.0;6600000;Ново-Переделкино;Федосьино;Рассказовка;Мой адрес в Рассказовке
ID 12858459;https://www.cian.ru/sale/flat/284481844/;Москва;sale;flat;1;17;-1;31.7;6600000;Москворечье-Сабурово;Каширское шоссе;Москворечье;
ID 13995674;https://www.cian.ru/sale/flat/282720467/;Москва;sale;flat;5;9;-1;13.0;6600000;Проспект Вернадского;проспект Вернадского;Проспект Вернадского;
Владис;https://www.cian.ru/sale/flat/280100577/;Москва;sale;flat;11;17;1;23.2;6700000;;;Улица Горчакова;
А101;https://www.cian.ru/sale/flat/277903454/;Москва;sale;flat;10;16;1;24.2;6742987;;;Бунинская аллея;
ПИК;https://www.cian.ru/sale/flat/274205690/;Москва;sale;flat;2;20;1;23.8;6723500;Западное Дегунино;Северный ао;Лианозово;Бусиновский Парк ЖК
ПИК;https://www.cian.ru/sale/flat/277681444/;Москва;sale;flat;11;33;1;25.5;6683818;Очаково-Матвеевское;к1.2;Давыдково;Новое Очаково ЖК
ПИК;https://www.cian.ru/sale/flat/270783310/;Москва;sale;flat;11;25;1;21.5;6721403;Люблино;;Депо;Люблинский парк ЖК
Этажи Москва;https://www.cian.ru/sale/flat/285693682/;Москва;sale;flat;1;5;-1;18.0;6700000;Пресненский;Вспольный переулок;Баррикадная;
ПИК;https://www.cian.ru/sale/flat/274723183/;Москва;sale;flat;13;32;1;24.1;6733697;Северное Медведково;к1.3;Медведково;Полар ЖК
ПИК;https://www.cian.ru/sale/flat/276512963/;Москва;sale;flat;13;33;1;23.7;6690389;Люблино;к13.3;Перерва;Люблинский парк ЖК
ПИК;https://www.cian.ru/sale/flat/272229281/;Москва;sale;flat;17;17;1;23.2;6685155;;;Бунинская аллея;
Этажи Москва;https://www.cian.ru/sale/flat/284001311/;Москва;sale;flat;2;5;1;15.5;6710000;Кузьминки;Окская;Кузьминки;My Space на Окской
ID 101506342;https://www.cian.ru/sale/flat/288221362/;Москва;sale;flat;23;25;1;20.0;6700000;Кунцево;№ 100 кв-л;Мякинино;Мякинино парк
Наталья Будилова;https://www.cian.ru/sale/flat/287795601/;Москва;sale;flat;2;17;-1;29.3;6650000;Головинский;Смольная;Водный стадион;
Елена Люлява;https://www.cian.ru/sale/flat/285084062/;Москва;sale;flat;15;23;1;24.7;6770000;Южное Бутово;Бартеневская;Бунинская аллея;Южные сады
ПИК;https://www.cian.ru/sale/flat/274860999/;Москва;sale;flat;10;32;1;22.4;6823555;Северное Медведково;к1.1;Медведково;Полар ЖК
ПИК;https://www.cian.ru/sale/flat/276937863/;Москва;sale;flat;25;25;1;25.4;6875710;Люблино;;Депо;Люблинский парк ЖК
ПИК;https://www.cian.ru/sale/flat/275804564/;Москва;sale;flat;22;33;1;19.8;6829591;Гольяново;;Черкизовская;Амурский парк ЖК
ПИК;https://www.cian.ru/sale/flat/276513028/;Москва;sale;flat;22;32;1;24.3;6819109;Северное Медведково;к1.1;Медведково;Полар ЖК
ПИК;https://www.cian.ru/sale/flat/275815377/;Москва;sale;flat;15;33;1;25.5;6843016;Очаково-Матвеевское;к1.1;Давыдково;Новое Очаково ЖК
ПИК;https://www.cian.ru/sale/flat/271410677/;Москва;sale;flat;30;33;1;20.0;6892421;Чертаново Южное;;Красный Строитель;Ютаново ЖК
ПИК;https://www.cian.ru/sale/flat/275805727/;Москва;sale;flat;22;33;1;19.8;6841622;Гольяново;;Черкизовская;Амурский парк ЖК
ПИК;https://www.cian.ru/sale/flat/277941262/;Москва;sale;flat;14;17;1;22.0;6868019;Текстильщики;Юго-Восточный ао;Текстильщики;Волжский Парк ЖК
