author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
Группа Родина;https://www.cian.ru/sale/flat/285606975/;Москва;sale;flat;19;21;4;101.5;66540100;Ростокино;Сельскохозяйственная;Ботанический сад;СОЮЗ
Группа Эталон;https://www.cian.ru/sale/flat/283964471/;Москва;sale;flat;18;19;4;110.3;66514253;Алексеевский;Новоалексеевская;Алексеевская;Серебряный фонтан
Verges of estate;https://www.cian.ru/sale/flat/274203370/;Москва;sale;flat;7;14;4;155.0;67000000;Тропарево-Никулино;проспект Вернадского;Тропарёво;Миракс Парк
PEOPLE;https://www.cian.ru/sale/flat/282502079/;Москва;sale;flat;13;20;4;104.0;67000000;Хорошево-Мневники;Паршина;Октябрьское поле;Серебряный парк
Инград;https://www.cian.ru/sale/flat/284858199/;Москва;sale;flat;2;19;4;153.96;68098318;Даниловский;Г мкр;Автозаводская;Форивер ЖК
METRAGE;https://www.cian.ru/sale/flat/284784661/;Москва;sale;flat;5;6;4;221.0;68000000;Арбат;Поварская;Баррикадная;
FS PROPERTY;https://www.cian.ru/sale/flat/283708198/;Москва;sale;flat;10;12;4;112.4;69000000;Хамовники;Ростовская набережная;Киевская;
BARNES International Realty;https://www.cian.ru/sale/flat/284060316/;Москва;sale;flat;4;6;4;101.7;69000000;Пресненский;Спиридоньевский переулок;Тверская;
Point Estate Город;https://www.cian.ru/sale/flat/287504177/;Москва;sale;flat;20;23;4;162.0;69000000;Аэропорт;Часовая;Сокол;
BARNES International Realty;https://www.cian.ru/sale/flat/279842481/;Москва;sale;flat;8;17;4;155.0;68584120;Тверской;Тихвинская;Савёловская;Тихвинская усадьба
TimeProperty;https://www.cian.ru/sale/flat/278890757/;Москва;sale;flat;5;51;4;105.0;69000000;Пресненский;Шмитовский проезд;Шелепиха;Headliner
Мангазея;https://www.cian.ru/sale/flat/288319529/;Москва;sale;flat;19;21;4;129.2;69638800;Щукино;Щукинская;Стрешнево;Интонация
Intermark Real Estate - ранее Savills - городская недвижимость;https://www.cian.ru/sale/flat/286992024/;Москва;sale;flat;4;4;4;120.0;70000000;Хамовники;Зубовский проезд;Парк Культуры;
MadeState;https://www.cian.ru/sale/flat/285823542/;Москва;sale;flat;9;21;4;200.0;70000000;Можайский;Можайское шоссе;Кунцевская;
Этажи Москва;https://www.cian.ru/sale/flat/272441551/;Москва;sale;flat;15;21;4;114.0;69800000;Раменки;Мосфильмовская;Раменки;Мосфильмовский
Etagi Prime;https://www.cian.ru/sale/flat/278872506/;Москва;sale;flat;23;24;4;122.8;70000000;Хорошевский;Авиаконструктора Сухого;;ЛИЦА
ФСК Агент;https://www.cian.ru/sale/flat/283301966/;Москва;sale;flat;5;12;4;101.2;70315000;Якиманка;Серафимовича;Боровицкая;
PEOPLE;https://www.cian.ru/sale/flat/275658943/;Москва;sale;flat;15;20;4;106.0;70000000;Хорошево-Мневники;Паршина;Октябрьское поле;Серебряный парк
NIKA ESTATE;https://www.cian.ru/sale/flat/276875960/;Москва;sale;flat;8;8;4;184.5;70000000;Даниловский;2-й Павелецкий проезд;Марксистская;RIVERDALE APARTMENTS
Капиталъ-Недвижимость;https://www.cian.ru/sale/flat/276634299/;Москва;sale;flat;8;8;4;185.0;70000000;Даниловский;2-й Павелецкий проезд;Тульская;RIVERDALE APARTMENTS
Славянский Двор Остоженка;https://www.cian.ru/sale/flat/283156645/;Москва;sale;flat;25;26;4;245.0;69900000;Можайский;Можайское шоссе;Кунцевская;
ФСК;https://www.cian.ru/sale/flat/268515030/;Москва;sale;flat;-1;-1;-1;202.0;72340660;Ростокино;;Ботанический сад;Режиссер ЖК
Whitewill;https://www.cian.ru/sale/flat/279147684/;Москва;sale;flat;7;12;4;173.0;72000000;Пресненский;Красная Пресня;Краснопресненская;
RND;https://www.cian.ru/sale/flat/287705380/;Москва;sale;flat;5;13;4;100.0;72500000;Беговой;Ленинградский проспект;Динамо;Царская площадь
Майя Лутовинова;https://www.cian.ru/sale/flat/288249807/;Москва;sale;flat;12;19;4;132.0;72000000;Пресненский;Пресненский Вал;Белорусская;Пресненский вал 21
УПРАВЛЯЮЩАЯ КОМПАНИЯ;https://www.cian.ru/sale/flat/283244125/;Москва;sale;flat;2;24;4;140.0;74999000;Раменки;Ломоносовский проспект;Университет;Dominion
УПРАВЛЯЮЩАЯ КОМПАНИЯ;https://www.cian.ru/sale/flat/278057071/;Москва;sale;flat;5;16;4;140.0;75000000;Раменки;Ломоносовский проспект;Университет;Dominion
Intermark Real Estate - ранее Savills - городская недвижимость;https://www.cian.ru/sale/flat/287648831/;Москва;sale;flat;9;19;4;180.0;75000000;Хорошевский;Викторенко;Аэропорт;
Вертикаль;https://www.cian.ru/sale/flat/286376586/;Москва;sale;flat;9;12;4;135.0;75000000;Тверской;2-й Щемиловский переулок;Достоевская;
Verges of estate;https://www.cian.ru/sale/flat/274936424/;Москва;sale;flat;25;51;4;167.0;75000000;Обручевский;Ленинский проспект;Новаторская;Well House на Ленинском
Verges of estate;https://www.cian.ru/sale/flat/285995433/;Москва;sale;flat;15;31;4;155.0;75000000;Очаково-Матвеевское;Нежинская;Славянский бульвар;Кутузовская Ривьера
Slava Realty;https://www.cian.ru/sale/flat/286138996/;Москва;sale;flat;15;31;4;153.8;75000000;Очаково-Матвеевское;Нежинская;Давыдково;Кутузовская Ривьера
Kalinka Group;https://www.cian.ru/sale/flat/236623459/;Москва;sale;flat;5;24;4;140.0;75000000;Раменки;Ломоносовский проспект;Университет;Dominion
Дарья Румянцева;https://www.cian.ru/sale/flat/273823108/;Москва;sale;flat;4;25;4;135.0;75000000;Аэропорт;Ленинградский проспект;Динамо;ВТБ Арена парк
NIKA ESTATE;https://www.cian.ru/sale/flat/285143073/;Москва;sale;flat;2;7;4;155.0;75000000;Мещанский;Троицкая;Цветной бульвар;
Kalinka Group;https://www.cian.ru/sale/flat/284903860/;Москва;sale;flat;30;40;4;140.0;74890000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
УПРАВЛЯЮЩАЯ КОМПАНИЯ;https://www.cian.ru/sale/flat/287205126/;Москва;sale;flat;3;19;4;142.0;75900000;Раменки;Ломоносовский проспект;Университет;Dominion
Города;https://www.cian.ru/sale/flat/286596646/;Москва;sale;flat;3;6;4;147.0;76000000;Мещанский;Троицкая;Цветной бульвар;
OXE CAPITAL - Элитная Недвижимость;https://www.cian.ru/sale/flat/286235359/;Москва;sale;flat;3;19;4;142.0;75900000;Раменки;Ломоносовский проспект;Университет;Dominion
MR Group;https://www.cian.ru/sale/flat/288222052/;Москва;sale;flat;49;49;4;135.02;75734295;Савеловский;;Дмитровская;Симфония 34 ЖК
УПРАВЛЯЮЩАЯ КОМПАНИЯ;https://www.cian.ru/sale/flat/287728831/;Москва;sale;flat;25;42;4;138.0;77000000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
Forma;https://www.cian.ru/sale/flat/272864191/;Москва;sale;flat;20;20;4;136.47;76810092;Даниловский;Автозаводская;Тульская;FORST
PEOPLE;https://www.cian.ru/sale/flat/279491817/;Москва;sale;flat;17;19;4;140.0;76960000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/288308987/;Москва;sale;flat;1;37;4;119.0;77777000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
Аеон-Девелопмент;https://www.cian.ru/sale/flat/285872837/;Москва;sale;flat;44;45;4;129.5;77775517;Дорогомилово;Кутузовский проезд;Фили;River Park Towers Кутузовский
Verges of estate;https://www.cian.ru/sale/flat/288018050/;Москва;sale;flat;2;22;4;102.0;78000000;Очаково-Матвеевское;Нежинская;Давыдково;
ALFA real estate;https://www.cian.ru/sale/flat/279965642/;Москва;sale;flat;23;23;4;187.6;78900000;Можайский;Гжатская;Рабочий посёлок;LIFE-Кутузовский
ЛюксДом;https://www.cian.ru/sale/flat/275039300/;Москва;sale;flat;3;5;4;85.5;79000000;Замоскворечье;Озерковская набережная;Новокузнецкая;Bogenhouse
Unique Property;https://www.cian.ru/sale/flat/286769903/;Москва;sale;flat;3;5;4;85.0;79000000;Замоскворечье;Озерковская набережная;Новокузнецкая;Bogenhouse
Города;https://www.cian.ru/sale/flat/287967409/;Москва;sale;flat;5;13;4;127.8;79990000;Тверской;Фадеева;Новослободская;Итальянский Квартал
DOORS AGENCY;https://www.cian.ru/sale/flat/284095750/;Москва;sale;flat;8;50;4;144.2;80000000;Раменки;Мосфильмовская;Ломоносовский проспект;Воробьевы Горы
494 УНР;https://www.cian.ru/sale/flat/283737607/;Москва;sale;flat;16;20;4;109.4;79753694;Сокольники;Матросская Тишина;Сокольники;Ренессанс
ID 6194548;https://www.cian.ru/sale/flat/287963141/;Москва;sale;flat;2;4;4;150.4;79712000;Мещанский;Олимпийский проспект;Цветной бульвар;Sole Hills
УПРАВЛЯЮЩАЯ КОМПАНИЯ;https://www.cian.ru/sale/flat/241137585/;Москва;sale;flat;3;19;4;140.0;81000000;Раменки;Ломоносовский проспект;Университет;Dominion
Инград;https://www.cian.ru/sale/flat/284858219/;Москва;sale;flat;14;19;4;152.07;80565715;Даниловский;Г мкр;Павелецкая;Форивер ЖК
ФСК Агент;https://www.cian.ru/sale/flat/285301916/;Москва;sale;flat;4;12;4;120.0;80550000;Якиманка;Серафимовича;Боровицкая;
Kalinka Group;https://www.cian.ru/sale/flat/251675991/;Москва;sale;flat;3;24;4;140.0;81000000;Раменки;Ломоносовский проспект;Университет;Dominion
Verges of estate;https://www.cian.ru/sale/flat/283334622/;Москва;sale;flat;8;31;4;165.0;82000000;Очаково-Матвеевское;Нежинская;Славянский бульвар;Кутузовская Ривьера
Дарья Румянцева;https://www.cian.ru/sale/flat/269145809/;Москва;sale;flat;22;25;4;177.0;81900000;Аэропорт;Ленинградский проспект;Петровский Парк;ВТБ Арена парк
Kalinka Group;https://www.cian.ru/sale/flat/279836476/;Москва;sale;flat;21;44;4;133.0;82500000;Раменки;Минская;Минская;Долина Сетунь
BOYKOV Company;https://www.cian.ru/sale/flat/287539829/;Москва;sale;flat;15;24;4;147.0;82950000;Очаково-Матвеевское;Староволынская;Давыдково;Волынский
MR Group;https://www.cian.ru/sale/flat/288222053/;Москва;sale;flat;49;49;4;156.04;84209170;Савеловский;;Дмитровская;Симфония 34 ЖК
FS PROPERTY;https://www.cian.ru/sale/flat/284175443/;Москва;sale;flat;3;5;4;122.0;85000000;Пресненский;Большой Козихинский переулок;Тверская;
BARNES International Realty;https://www.cian.ru/sale/flat/284018850/;Москва;sale;flat;4;9;4;160.0;84721560;Хамовники;Знаменка;Боровицкая;
MHEstate;https://www.cian.ru/sale/flat/282115307/;Москва;sale;flat;10;34;4;140.0;85000000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
TimeProperty;https://www.cian.ru/sale/flat/278895278/;Москва;sale;flat;30;51;4;117.0;85000000;Пресненский;Шмитовский проезд;Шелепиха;Headliner
Verges of estate;https://www.cian.ru/sale/flat/287065341/;Москва;sale;flat;15;31;4;170.0;85900000;Тропарево-Никулино;проспект Вернадского;Тропарёво;Миракс Парк
Whitewill;https://www.cian.ru/sale/flat/279147792/;Москва;sale;flat;4;16;4;127.5;85500000;Мещанский;Слесарный переулок;Проспект Мира;
MR Group;https://www.cian.ru/sale/flat/288221504/;Москва;sale;flat;43;43;4;153.61;86161643;Савеловский;2-я Хуторская;Дмитровская;SYMPHONY 34
Forma;https://www.cian.ru/sale/flat/282699515/;Москва;sale;flat;-1;-1;-1;202.0;87496257;Пресненский;;Белорусская;Репаблик ЖК
Капиталъ-Недвижимость;https://www.cian.ru/sale/flat/281160329/;Москва;sale;flat;6;8;4;110.0;87000000;Мещанский;Цветной бульвар;Цветной бульвар;Клубный дом ЦВЕТ32
АЯКС;https://www.cian.ru/sale/flat/287782628/;Москва;sale;flat;6;6;4;224.4;88600000;Беговой;3-я Ямского Поля;Белорусская;Art Residence
Verges of estate;https://www.cian.ru/sale/flat/280659812/;Москва;sale;flat;22;31;4;184.0;88200000;Очаково-Матвеевское;Нежинская;Славянский бульвар;Кутузовская Ривьера
PEOPLE;https://www.cian.ru/sale/flat/283742512/;Москва;sale;flat;3;44;4;201.8;88000000;Раменки;Минская;Минская;Долина Сетунь
Moscow Estate;https://www.cian.ru/sale/flat/287679820/;Москва;sale;flat;23;30;4;219.0;88000000;Проспект Вернадского;Ленинский проспект;Новаторская;Квартал на Ленинском
Verges of estate;https://www.cian.ru/sale/flat/285288373/;Москва;sale;flat;19;53;4;145.0;88900000;Раменки;Мосфильмовская;Ломоносовский проспект;Дом на Мосфильмовской
УПРАВЛЯЮЩАЯ КОМПАНИЯ;https://www.cian.ru/sale/flat/282907536/;Москва;sale;flat;3;17;4;156.0;89999000;Раменки;Ломоносовский проспект;Университет;Dominion
Intermark Real Estate - ранее Savills - городская недвижимость;https://www.cian.ru/sale/flat/286392545/;Москва;sale;flat;2;6;4;160.0;90000000;Красносельский;Уланский переулок;Сухаревская;
OXE CAPITAL - Элитная Недвижимость;https://www.cian.ru/sale/flat/288089191/;Москва;sale;flat;4;11;4;152.0;90000000;Мещанский;Протопоповский переулок;Проспект Мира;
EstateLiga;https://www.cian.ru/sale/flat/282917838/;Москва;sale;flat;14;14;4;170.2;90000000;Раменки;;Минская;Вест Гарден ЖК
EVER ESTATE;https://www.cian.ru/sale/flat/287475181/;Москва;sale;flat;21;41;4;136.0;89990000;Хорошевский;Ленинградский проспект;ЦСКА;Прайм Парк
Forma;https://www.cian.ru/sale/flat/286684963/;Москва;sale;flat;-1;-1;-1;202.0;90475670;Пресненский;;Белорусская;Репаблик ЖК
Стадион Спартак;https://www.cian.ru/sale/flat/283356221/;Москва;sale;flat;12;22;4;144.5;91873100;Покровское-Стрешнево;Северо-Западный ао;Спартак;Клубный Город на Реке Примавера ЖК
Point Estate Город;https://www.cian.ru/sale/flat/283111379/;Москва;sale;flat;6;20;4;103.0;92000000;Пресненский;Мантулинская;Тестовская;City Park
Kalinka Group;https://www.cian.ru/sale/flat/253572700/;Москва;sale;flat;8;19;4;187.0;93000000;Раменки;Ломоносовский проспект;Университет;Dominion
Upside Development;https://www.cian.ru/sale/flat/269604256/;Москва;sale;flat;10;12;4;170.6;93830000;Даниловский;2-я Рощинская;Тульская;Данилов дом
УПРАВЛЯЮЩАЯ КОМПАНИЯ;https://www.cian.ru/sale/flat/286725429/;Москва;sale;flat;2;17;4;160.0;95000000;Раменки;Ломоносовский проспект;Университет;Dominion
Marry Lane Group;https://www.cian.ru/sale/flat/283578191/;Москва;sale;flat;40;44;4;116.0;95000000;Пресненский;Ходынская;Улица 1905 года;Пресня Сити
На Петровке;https://www.cian.ru/sale/flat/288327681/;Москва;sale;flat;2;8;4;127.9;95000000;Хамовники;Оболенский переулок;Фрунзенская;
Диана Мухамедова;https://www.cian.ru/sale/flat/282735037/;Москва;sale;flat;4;6;4;161.0;95000000;Замоскворечье;Садовническая набережная;Новокузнецкая;BALCHUG VIEWPOINT
494 УНР;https://www.cian.ru/sale/flat/283737566/;Москва;sale;flat;11;20;4;137.0;95789030;Сокольники;Матросская Тишина;Сокольники;Ренессанс
Винидиктов и Партнеры;https://www.cian.ru/sale/flat/282390006/;Москва;sale;flat;2;12;4;181.0;96000000;Пресненский;Заморенова;Краснопресненская;
Forma;https://www.cian.ru/sale/flat/276305495/;Москва;sale;flat;-1;-1;-1;202.0;97503134;Пресненский;;Белорусская;Репаблик ЖК
ЛюксДом;https://www.cian.ru/sale/flat/287605227/;Москва;sale;flat;23;36;4;136.7;97000000;Хорошевский;Ленинградский проспект;ЦСКА;Прайм Парк
Kalinka Group;https://www.cian.ru/sale/flat/286676562/;Москва;sale;flat;23;40;4;137.0;97000000;Хорошевский;Ленинградский проспект;ЦСКА;Прайм Парк
УПРАВЛЯЮЩАЯ КОМПАНИЯ;https://www.cian.ru/sale/flat/279674865/;Москва;sale;flat;2;14;4;151.0;98000000;Раменки;Ломоносовский проспект;Университет;Dominion
NIKA ESTATE;https://www.cian.ru/sale/flat/288310168/;Москва;sale;flat;4;4;4;153.0;98500000;Басманный;Новая Басманная;Бауманская;
Whitewill;https://www.cian.ru/sale/flat/280234633/;Москва;sale;flat;4;17;4;155.0;98000000;Раменки;Мичуринский проспект;Ломоносовский проспект;Мичуринский
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/280548390/;Москва;sale;flat;3;17;4;153.2;98000000;Раменки;Мичуринский проспект;Ломоносовский проспект;
NIKA ESTATE;https://www.cian.ru/sale/flat/276325155/;Москва;sale;flat;4;10;4;132.0;98900000;Раменки;Сергея Бондарчука;Мичуринский проспект;Река
PEOPLE;https://www.cian.ru/sale/flat/285389783/;Москва;sale;flat;8;21;4;103.0;99500000;Пресненский;Мантулинская;Выставочная;City Park
SHOW ME;https://www.cian.ru/sale/flat/280554607/;Москва;sale;flat;17;48;4;170.0;99999999;Щукино;Авиационная;Щукинская;Алые Паруса
Kalinka Group;https://www.cian.ru/sale/flat/254744553/;Москва;sale;flat;5;24;4;160.0;100000000;Раменки;Ломоносовский проспект;Университет;Dominion
Intermark Real Estate - ранее Savills - городская недвижимость;https://www.cian.ru/sale/flat/285097400/;Москва;sale;flat;5;10;4;149.0;102000000;Хорошево-Мневники;Жилой комплекс остров;Пионерская;Остров
МИЦ-Столичный ипотечный центр недвижимости;https://www.cian.ru/sale/flat/283254332/;Москва;sale;flat;16;20;4;126.3;104000000;Пресненский;Мантулинская;Деловой центр;City Park
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/281944817/;Москва;sale;flat;6;12;4;200.0;105000000;Таганский;Таганская;Марксистская;
Verges of estate;https://www.cian.ru/sale/flat/275521733/;Москва;sale;flat;22;31;4;182.0;104800000;Очаково-Матвеевское;Нежинская;Славянский бульвар;Кутузовская Ривьера
PEOPLE;https://www.cian.ru/sale/flat/286115833/;Москва;sale;flat;12;16;4;148.6;104893360;Раменки;Воробьевское шоссе;Парк Победы;Воробьёв Дом
Донстрой;https://www.cian.ru/sale/flat/288385470/;Москва;sale;flat;7;8;4;149.0;108144200;Хорошево-Мневники;Жилой комплекс остров;Терехово ;Остров
Monumental Group;https://www.cian.ru/sale/flat/283946300/;Москва;sale;flat;9;9;4;180.0;108000000;Хамовники;Ксеньинский переулок;Фрунзенская;
Аеон-Девелопмент;https://www.cian.ru/sale/flat/280458415/;Москва;sale;flat;41;45;4;133.6;108420799;Дорогомилово;Кутузовский проезд;Фили;River Park Towers Кутузовский
;https://www.cian.ru/sale/flat/284819532/;Москва;sale;flat;7;23;4;157.6;109110000;Пресненский;;Улица 1905 года;Онест ЖК
На Петровке;https://www.cian.ru/sale/flat/288327691/;Москва;sale;flat;2;8;4;135.0;109000000;Хамовники;Оболенский переулок;Фрунзенская;
OXE CAPITAL - Элитная Недвижимость;https://www.cian.ru/sale/flat/268950850/;Москва;sale;flat;6;8;4;211.0;110000000;Замоскворечье;Бахрушина;Новокузнецкая;
VIVAT REAL ESTATE;https://www.cian.ru/sale/flat/269088338/;Москва;sale;flat;15;57;4;226.0;110000000;Хорошевский;Чапаевский переулок;Сокол;Триумф-Палас
Chase R.E.S.;https://www.cian.ru/sale/flat/274554288/;Москва;sale;flat;18;53;4;161.0;110000000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
;https://www.cian.ru/sale/flat/279140117/;Москва;sale;flat;12;23;4;144.0;109460000;Пресненский;;Улица 1905 года;Онест ЖК
Ashtons International Realty;https://www.cian.ru/sale/flat/281638893/;Москва;sale;flat;10;13;4;140.6;110000000;Пресненский;Большая Садовая;Маяковская;
Kalinka Group;https://www.cian.ru/sale/flat/280752892/;Москва;sale;flat;3;11;4;204.0;110000000;Арбат;Композиторская;Смоленская;Дом на Композиторской
Терра-недвижимость;https://www.cian.ru/sale/flat/284055082/;Москва;sale;flat;30;30;4;231.0;110000000;Покровское-Стрешнево;Сосновая аллея;;Зодиак
Метриум-Премиум Городская недвижимость;https://www.cian.ru/sale/flat/268143411/;Москва;sale;flat;5;16;4;235.8;110797000;Раменки;Мичуринский проспект;Ломоносовский проспект;
TimeProperty;https://www.cian.ru/sale/flat/269726073/;Москва;sale;flat;2;7;4;119.4;111042000;Таганский;Серебрянический переулок;Китай-город;Титул на Серебрянической
МЕЗОН;https://www.cian.ru/sale/flat/286709336/;Москва;sale;flat;4;19;4;165.4;112500000;Даниловский;Серпуховский Вал;Шаболовская;Донской Олимп
OXE CAPITAL - Элитная Недвижимость;https://www.cian.ru/sale/flat/287506166/;Москва;sale;flat;40;54;4;165.0;112962080;Раменки;Мосфильмовская;Ломоносовский проспект;Дом на Мосфильмовской
Intermark Real Estate - ранее Savills - городская недвижимость;https://www.cian.ru/sale/flat/288320499/;Москва;sale;flat;4;5;4;115.0;115000000;Хамовники;Пречистенский переулок;Кропоткинская;
Absolute Premium;https://www.cian.ru/sale/flat/286934990/;Москва;sale;flat;12;18;4;156.2;115883000;Хамовники;;Воробьёвы горы;Коллекция Лужники ЖК
Verges of estate;https://www.cian.ru/sale/flat/244271633/;Москва;sale;flat;18;31;4;180.0;115000000;Очаково-Матвеевское;Нежинская;Славянский бульвар;Кутузовская Ривьера
GRAND ESTATE - Премиальная недвижимость;https://www.cian.ru/sale/flat/282296672/;Москва;sale;flat;2;6;4;156.0;115000000;Пресненский;Малая Бронная;Пушкинская;
Донстрой;https://www.cian.ru/sale/flat/288195960/;Москва;sale;flat;3;12;4;170.1;116943750;Раменки;Кинематографический кв-л;Мичуринский проспект;Река ЖК
Донстрой;https://www.cian.ru/sale/flat/288195968/;Москва;sale;flat;10;12;4;165.8;117718000;Раменки;Кинематографический кв-л;Мичуринский проспект;Река ЖК
FS PROPERTY;https://www.cian.ru/sale/flat/279417148/;Москва;sale;flat;10;11;4;150.0;120000000;Дорогомилово;Кутузовский проспект;Киевская;Кутузовский XII
Point Estate Город;https://www.cian.ru/sale/flat/279461306/;Москва;sale;flat;5;8;4;192.0;120000000;Басманный;Фурманный переулок;Чистые пруды;Фурманный 8С2
Метриум-Премиум Городская недвижимость;https://www.cian.ru/sale/flat/282381701/;Москва;sale;flat;14;22;4;302.2;120000000;Раменки;Минская;Ломоносовский проспект;Золотые Ключи 2
PEOPLE;https://www.cian.ru/sale/flat/285031068/;Москва;sale;flat;3;18;4;162.0;120000000;Хамовники;Усачева;Фрунзенская;Садовые кварталы
ЦАО НЕДВИЖИМОСТЬ;https://www.cian.ru/sale/flat/280636897/;Москва;sale;flat;5;20;4;225.0;120000000;Пресненский;Большой Тишинский переулок;Краснопресненская;
Елена Юргенева;https://www.cian.ru/sale/flat/287926538/;Москва;sale;flat;11;14;4;111.6;122700010;Хамовники;Усачева;Спортивная;Садовые кварталы
СИТИ21;https://www.cian.ru/sale/flat/282920063/;Москва;sale;flat;14;15;4;201.3;125338237;Останкинский;проспект Мира;Алексеевская;Hill8
TWEED;https://www.cian.ru/sale/flat/279999189/;Москва;sale;flat;3;13;4;150.0;125000000;Хамовники;Большая Пироговская;Спортивная;
BARNES International Realty;https://www.cian.ru/sale/flat/286426807/;Москва;sale;flat;3;6;4;159.2;125000000;Хамовники;Усачева;Спортивная;Magnum
Денис Верхов;https://www.cian.ru/sale/flat/278223503/;Москва;sale;flat;2;9;4;160.0;125000000;Хамовники;3-я Фрунзенская;Спортивная;La Defense
Kalinka Group;https://www.cian.ru/sale/flat/270731248/;Москва;sale;flat;24;44;4;200.5;126000000;Раменки;Минская;Минская;Долина Сетунь
Absolute Premium;https://www.cian.ru/sale/flat/285441919/;Москва;sale;flat;15;17;4;154.5;127173000;Хамовники;;Воробьёвы горы;Коллекция Лужники ЖК
OXE CAPITAL - Элитная Недвижимость;https://www.cian.ru/sale/flat/262614426/;Москва;sale;flat;10;13;4;157.0;129500000;Хамовники;Усачева;Спортивная;Садовые кварталы
МАКСИМУМ;https://www.cian.ru/sale/flat/282800246/;Москва;sale;flat;7;16;4;181.7;129130000;Пресненский;Звенигородское шоссе;Улица 1905 года;Дизайнерский дом Eleven
Kalinka Group;https://www.cian.ru/sale/flat/286753035/;Москва;sale;flat;24;37;4;159.0;129000000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
Kalinka Group;https://www.cian.ru/sale/flat/259282315/;Москва;sale;flat;31;53;4;187.4;128526640;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
УПРАВЛЯЮЩАЯ КОМПАНИЯ;https://www.cian.ru/sale/flat/272335303/;Москва;sale;flat;3;17;4;194.0;130000000;Раменки;Ломоносовский проспект;Университет;Dominion
